text	label
体調悪い	2
広田兄弟なかいいな 	4
@azusa0710  ばかにし過ぎーーーー笑	3
なんか寒いと思ったらマフラー忘れてた	5
@beyond_mb  パーカー、ベイル、アスエコト… お気に入りの選手が行ってしまって、かなり落ち込んでます	1
今ツイ追って衝撃…キー君なんなんだ〜ぁ 台湾での報道と言い… …でもあの映像は…あんな急に飛び込んだら…ダメですわ〜… あれでシャイニーちゃんたち非難されたら可哀想…	1
これから吉祥寺にいってヨドバシで炊飯器かうぞー 明日四時半起きなんだけどがんばります	5
お疲れ様です♪	4
おい、こいよ	3
し、師匠… あ、でも前撮った水着のやつもっかい載せただけなんで(笑) 確かリプもらってた気が！	4
お腹の中から犬の鳴き声がした気がする	4
中学どこかわからへん ２年生の帰宅部！  最近全然LINEしてなくて 話してないな〜 今度絶対遊ぼ！！  水泳頑張って	4
@satoharuki_ 頑張ってねー(⌒▽⌒) はるきっちゃん	0
ちょいあげスイッチ見たかった	1
╰( ^o^)╮-=ﾆ= ､;'.･セツナトリップと Earthquake とP  artyStream は諦めたｗｗｗｗｗ あのあのあのあのあのあのあのあの②気付いたらなっても！ そいつがまたこの町に現れたって噂よ。#ほてちんbot	0
週末、台風って?!  え、うっそー。なんでー、よりによってこの日なんよー	3
@hitsu_lion ブーメランなれまじでわたしたちとSadieさんの恋路をじゃまするのは許さん←	3
ガソリン入れる度にガソリン代高いって思うけど、よく考えたらほぼ毎月通勤手当内で収まってる文句言えなかった	3
@0_dillrutruKK あさみさん新潟よねー？( ・∇・) 新潟行ったことない…(  ；∀；)笑 FNSねぇ…行けない せっかく関東いるのに番橋当たった試しがないww DMにLINEのID送ってもいいー？ 綺麗に高音出せる彼の喉ってなんなんでしょう(//∇//)笑	1
くそ体調わるあげてこ	2
おはおは  今日でテスト2日前。ガーン テストなんて、(σ-`д･´)ｱｯｶﾝﾍﾞｰ でも頑張る びっくりする点数とるぞー pic.twitter.com/0SROsxGb6j	4
筋肉がないんだよ  わしらテニス部は中学で脚の筋肉鍛えちまったからよ( ؔ⚈͟ ◡ ؔ⚈͟ ๑)…ﾝ？	2
@kunimilky6  くにかさん//*.*// そんな風に感じてくださるなんて とても嬉しいです お返事だったりツイートだったり 読んでくださるだけで 嬉しい気持ちでたくさんで… お互いがんばろうねって 言っていただけて… …!!! がんばりましょう!!!✹	5
おはようございます！私も金曜は仕事だったので、土曜だけ参加でした。 千ちゃんのライブの前に松本直子さんという方の姿勢を良くする講座があったのですが、それに工さん出てたんですよ～！それも見てなかったかな？ その工さん、千ちゃんのCD販売ではとても対応が良かったんです	0
マジでしらん	4
@Pipi1105Yuka よろしく〜	0
フォロバありがとうございます！ 嬉しいお言葉まで～ わたしもたがねさんのお写真素敵だなと 思ったので繋がれて嬉しいです！ こちらこそ仲良くしてください！	1
全然雨降らないけどどうなってるの？野菜達が水えを待ってるのに～	3
@h0903m1013 冷める事はないとは思うけど、これ以上は一線を越えちゃうなってなったら切るしかないよねやっぱり私はどんなに好きでもその線は越えられないもん(´□`;)そうなったらちゃんと気持ち伝えて終わらせたいっ	1
暑い暑すぎて溶ける〜	5
朝からドラマつけたのは間違い…途中までしか見れん 続き気になる！！！	1
@dlsy0426  ほんとにさ 後ろから蹴り倒してやりたい	3
@mipyon0202  おはよう。行き先は大自然かい？	0
@myu88soccer88 まじか！Σ(￣。￣ﾉ)ﾉ いいなぁー笑笑しかも、LIVEどこも、おわったばっかだしさぁ(/ _ ; )w	5
3mですか？そんなにのびるの？ うちのは2mはギリギリ超えてますが…花も咲いてないし…ちゃんと芋はできてるのかな	5
学校だよー！制服だよー！ JKできる日だよー！ 朝の電車気持ち悪くてもう酔った 青梅が今年もまじしんどいあけおめ	2
膨大な情報の波に酔う	2
結果オールしちゃった じゃっかん頭いたい 	4
あ〜〜楽しい一日がおわっちゃったよ…大事なリップ落として絶望したけど落し物としてでてくるディズニーってやっぱり素敵たのしいいちにちをありがとう！zzz...あしたから現実世界！zzz... pic.twitter.com/4MayRAQDkb	5
カール無くなっちゃうのヤダ ～アヲハタのコーン缶が無くなるぐらいヤダ～～	4
@loveyryosuke ﾊ━━━ヾ(｡´囗｀)ﾉ━━━ｲ みえる！見えるよ！女子めっちゃ高そう！！	5
今日はテールロックが戻ってこんかったぁ	1
うんうんせっかくお金出して買うならいいライターさんのを聴きたいね( ;´･ω･`)	1
@mikimini0911   こちらこそです タメなんですか！！☜ てっきり年上かと思ってました！！笑 ぜひ、タメで話しましょう	0
@eriko_c6  人混みとか私巨人だから？？？？？？踏み潰してやるわ	0
YUKAAさん~おはようございます  おお〜jujuさん~お久しぶりです^ ^ フォローありがとうございます  今日も笑顔で~よろしくお願いします^ ^	0
おはようございます  今日から大学で授業や、、 早く帰って与田ちゃんのshowroom待機したい pic.twitter.com/vwD30Qsjt4	1
いつも朝起きるとくそだるいのが当たり前になってきたからそろそろやばい	2
おはようございます。 学校の人も仕事の人も頑張りましょう	2
めっっっっちゃ好き！！！ヒアウィーゴーも絶対最高だよね！ソフィーとスカイが海辺で歌う曲が好き嫌いな元彼がダビングしてくれたってのとその元彼の家に行くたびエンドレスリピートしてたってのが嫌な思い出だけど笑 ありがとう！跡部様と楽しんでくる〜〜	2
@Haru_Fate10513  はるさん！フォロー返して頂き有難うございます！ ああ！でも、つまらない垢ですが宜しくお願いします	0
陰毛になっちゃう	2
@gains13Drs  イケメン 目が綺麗 打楽器うまい  しんどーといてなんか楽しかった‼︎ めっちゃいろんな思い出をありがとう またあそびにいくからね‼︎ 打楽器うまいから後輩に教えていってあげてね 受験生にしかできないことあるからさ 受験がんばれ	0
アニョンおじょうは行けないからみんなのレポ楽しみに夜勤頑張るよファイティーン	0
いえいえ！！ だからさ！絡もうね	1
@xxmisakixx みさきちゃん、おはよう 移動お疲れさま(人´ｴ`*)♪ 朝ごはんってこれだけ？	5
冬休みもう終わりとか最悪 初日から早朝だるすぎ	2
 こん時もたぶるび(O型こんび)がふざけてたね笑笑 (特にバビたんw) でもみんなと一緒に泣き崩れるよりこーやって場を和ますだぶるびが好きだよ♡https://twitter.com/ikon_pow/status/867247897867206656 …	2
@okina114 いつでもどこでも新鮮さを君にがもっとうだからね(？)おﾍﾟｧﾝｯようwwwww朝から笑ったwwwwwおきﾍﾟｧﾝｯおﾍﾟｧﾝｯよう♡	0
@kenty2525 @kenty___2525   改めておっはよー 朝枠ありがとう！！！ 開いたらやっててびっくり←秋だね いっぱいお話できて楽しかった！！ 素敵な1日にできそうです どんなカラコンにも対応してくれる そのお顔切実にくださーい← もう雑誌楽しみだぁ〜	1
今日もoffice手話教室で講師だ 今日も楽しく頑張ろうな、よろしく  blog 花井盛彦の日記 http://blogs.yahoo.co.jp/morihiko2002jp   blog OFFICE花井盛彦 http://ameblo.jp/handssign/ 	0
うそつきはゆるしましぇん	3
@PaulMameth ま、無いよりは良いんですけどねぇ。ありすぎても困りものです。打ちにいけなぁい！	3
@___21329 お大事に	1
おはよー今日から学校 ツイート拡散まだの人お願いしまーす！	2
@taichan_kiss4e じゃろー人の分まででんといけんくなって、鬼畜	1
起きたら20件ぐらい電話かかってんのに マナーモード解除したのに またマナーモードにしなおして 寝てたらしいかずさ シンプルにまなびーやばい	4
素直に他人の引きを喜べる人がこのゲームやるわけないよ	2
@sixtones___ Ｍｅ説明苦手まぁ全然ダメってこと(笑)バレーもっと頑張んなきゃ(笑)	1
@Yukina_0102 元浦和だぞ	3
おはようございます	0
あらら丸1日お仕事か…大変だ… 今日はシーだからカリブの海賊行けないけど…次行きたいなー(´>∀<｀)ゝ	1
関東地方も台風で大荒れでございます 今週末は台風の影響を受けてホームリバーでの釣りを断念せざるを得ない状況 ブラック熱が急浮上しているのに釣りができないのは誠に残念でなりません たぶん、川はとんでもな… https://instagram.com/p/5LQfHOjLqB/ 	5
おはようございます	0
@yumi_ds_0426 え！そんなこと言ってもらえるようなこと何もしてないです	4
寝る BSでみたシリア内戦の実態という番組を改めて考える 内戦での被害はシリア住民がほとんど…	3
電車の出入り口付近におって、降りる人居てるのに意地でも動かんおばはんて何なんやろ なんで一回降りて人通してもっかい乗るって簡単な事が出来へんのか全く分からん...もしかして電車っておばはんの置物標準装備なんかな。	2
@onion2469  は、や、く、み、て 萌も応募する	3
@bigbangvdytg 俺もだあ	1
写真集… 販売終了したの…？	4
@HSMsk_1269 なんだな（笑）まだまだじゃん 実地19時間だよ	0
あー学校いこうとしたら腹痛に襲われて行けんかった(｡-_-｡) 4限はいこう	1
吐き気もおおおお のんすけとの子できちゃったかな	2
だよね、never give upだよね 会えることを信じるわ  STAGE魂からもう23日…会いたすぎる	3
@chesu08 気にすんな、、いうてもやなもんはやだよね（笑）  パパが見た目ちゃらいのが悪い	3
わりぃ　それはキツイ　 何かあるなら気軽に話していいんやで	2
疲れた今日は夜中に四国へ行くので夜中まで海辺で車中泊だ	1
おはようございます~ 今日は休みだからマッタリできる	0
@JINandKAI @jinjin84889091m ヽ(*´∀｀*)ノ☆;:*:;☆ぉはょぅ☆;:*:;☆ みえる？にゃ なんでかいかい使えないん？	4
@chinameet 仕事休んで寝てなさいよ ！チョロチョロ動き回るんじゃないわよ	3
わぉっ！２通目ですか！？すごーい強運ですね	5
目がどんどん悪くなるこの視力が衰えていっても、君だけは見えるハレルヤぁ	4
おはよ 大丈夫よ  影ッぽいの以外はしっかり人型には見えないし、透けてるのか表情あるのかもわからない。 霊感はあるかも。  掛け持ち先の入り口のドアの外、盛り塩してあるけど崩れてない。 トイレの窓付近とドア・集団待機ブース・階段の角になってるら辺にいる気がするときある。	0
運のいい奴	4
王様 カブトムシ外伝 http://www.youtube.com/watch?v=ym7iHrn8vCw&feature=youtube_gdata_player …	0
髪切りたい。	1
@mh_irodori1231 残念…はずれです 8/28(火)まで一投稿に付き一回チャレンジできるよ マックフルーリー 白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね pic.twitter.com/O1h3WSeHcH	1
あと1ヶ月で2015年...  1年早かったなぁ 	5
雨静かに	3
お風呂入ってこよ寒いし眠いしだるい。（笑）	2
@chiitamu03   ならないからねぇー!ふんっ うちを食べると健康になるんだお♡w	3
は？そうなの？	2
@kathy_x11 覚えてた！ ありがと！まじのアイドルみたい 推しメン継続中だよ〜	5
さこくん 海外に行けばこんなバルビートでも、イルミーゼみたいな扱いなんですかねぇ... 赤玉はたくさんあっても、もったいない気がするこの頃	2
@match6298  うん...羽生さんの未来を照らしてくれてるみたいに見えるし、東北の未来をも照らしてくれているような素敵なお写真だね...	1
絵文字がつくとなると色々やってみたくなる携帯ソフトバンク買ってひたすら失くした日々顔認証とかも設定うまくできなくて見えないばっかりだ	2
おはよう〜 ユカリンコさん。 共感はいつでも嬉しい　 ありがとうございます。 今日も良い一日で、宜しく。////♤♡	0
@rwky__ 残念…はずれです 8/28(火)まで一投稿に付き一回チャレンジできるよ マックフルーリー 白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね pic.twitter.com/O1h3WSeHcH	1
早朝から仕事人	1
@momopanman2525 あんな化け物みたいなやついないだろ笑笑 まだ食べてないわー	5
@softball2_love  ありがとー♫ 頑張りまーす	0
@tooomooo_m  頼むからくれ笑 うそうそ笑お幸せに(^^)	1
安全第一とか抜かしといて台風の中仕事すんのどうなんやて工期とかそんなんまず余裕もって決めとけよバーカふー	2
りくと誕生日おめでと りくととは思いでありすぎや。笑 小学生の時は可愛かったのに(￣▽￣) 今はしねしかゆわん なぜかこのラインのこってるねんなー。 なんやかんやほんま素だせる、 みゆにとって大切な人よ ちょこちょこご飯いこな pic.twitter.com/ot7irNtNOI	5
@popo_0514   いやいやぜんぜん（ ｉ _ ｉ ） こみゅしょうごめんなさい笑 ありがとでした♡♡	1
@FANDAKITAI おはようございますっ！！ なんかちょっとカワグチ様のGUCCIご愛用がリスナーの中で騒がれておりますね。。。 60万か〜。。。	2
食堂で、カニの丸焼きってゆうメニューあって、それ頼んだわええものの、カニ動くし焦りすぎてお皿思いっきりパリンッて落としてもて…とおもたら目が覚めた笑	4
さぁちゃん爆睡してる わしは仕事いくぺ	5
メンタルより先にフィジカルやられそう	4
一時間待たされてるぞ 走って帰るのと変わらんぞ	3
明日はこんな天気になるらしい暑いんだって  こんばんワン Good evening #dogofthedayjp #dogstagram #webstagram #shiba #dog #黒柴 http://instagr.am/p/LfllHNFS8X/ 	0
@looo__ve07   おはよ ｰ   一時間しか寝てないとか辛そう	4
母さん...	2
@chinrinachan 近いですね！！笑 ありがとうございます	1
はーい 誰かLINEしよ〜  暇やねん〜	4
@emmaruri その中でも茅ヶ崎館に集中してたのでは？って位凄かった	4
頭おかしい人外にいて部屋から出られない	4
ねぇ。釣ってるの？ pic.twitter.com/lGpAH1xRJi	3
@YMNana29 ありがとうございます実習終わったら連絡します	5
@hisario20 ひぃ	4
胃が痛くて身体が思うように動かせない(T_T)ストレッチしたいのに	5
@Shin1_Low こらこら。かなり、お洒落な雰囲気になるんやで(^^) MENS NONNOに取材されてもおかしくないくらいです	0
おはようございます えーわざわざ調べてくれたの？ オリンピックの卓球の試合の時に電話が鳴りっぱなしでした   運命の人に逢うのは今日かも、明日かもしれないので(笑) ドキドキですね	5
①今日は山形名物の日本一の芋煮会の日でした全国ニュースでも流れたと思います今年から塩味もデビュー食いたかったよおぉ〜薬疹で人間になれない私は人目を避けて生息する身で行けませんあぁ〜秋祭りも駄目かなぁ〜お祭り大好き山形の霞ヶ城下町生まれの私には耐えられねぇ〜	4
今日記念日って言うことをすっかり忘れてたwww  付き合って1年6ヶ月です 喧嘩しすぎて喧嘩なんて嫌だよ！ 大好きだよっ！＼(¯＾¯)／ﾊﾞｯ！  @syuei12151	1
涙の卒業式からはや1年 卒業おめでとう	1
おはよー ちゃんと起きれたんだ(笑) 20時か～ もしかしたら見れない可能性 今日も1日٩(๑>∀<๑)۶Fight	0
@kyunmao_m99 おはよう ってあかんやん pic.twitter.com/tVxCksKOhj	5
@___suzu お別れしました	1
やっぱり混んでるよね	1
チャリからの電車ね？（笑） 私はチャリで学校直（笑） 寒すぎて無理まだ家www 半日なら許せるけど初日から1日とか	2
昨日、フレンド30回以上回しても、ロマニさん来ず 仕方ないから、石使って無事にゲット！ でも、それより一緒に、フランケン、エミヤ、ランスロット、玉藻ちゃんが一気に来たことに驚きでしかない 自分にこんな事が起きるとは、これからの引きが怖いんだけど	4
@angeXxx_m イヤイヤ本当さ。 ちょいと言いすぎかもしれんけど。	3
ガーン 一万円が、111000w	5
渋滞に巻き込まれた	2
おいおいお〜〜い 佐藤拓也そう言えば燭台切光忠やん 正直、燭台切光忠の夢豚だから、失神する	2
むりです	2
まぁおぽしゃちゃん、ワイルド系女子なんですね ところで以前からお聞きしたかったのですが「おぽしゃ」って響きが可愛いお名前ですよね。何か由来とかあるのですか	5
同じ事続き〜	2
@yanagity みたいあいたい	0
みおが今日から学校だー(´；ω；`) また暇な日が続くのかああああ	2
@yaki_soba_7 今日二限目で終わりなんで、今ガストいってます すいません(｡-_-｡)	1
久しぶりにカラオケ行く ストレス発散〜〜	2
@aaazzz1001 遅い！！寄り道したの？おかえりね	5
あと、ハリーのこともモジャモジャ頭とか意味不明 ほんとあたまくる	3
はよ寝なさい笑	3
なんか無性に食べたくなってさ アラレっちのとこもそうか！ 白味噌ってほんのり甘くてまるでポタージュスープみたいな風味するんだねー！ びっくりしたけど美味しい 醤油味しか食べた事なかったからさ！	0
Perfumeのチケット当選したー わっしょーーーい  幕張も当選したけど行けない	1
@avntiskami  えいじくん〜!! おはよう(ˆ⌣ˆԅ  熱は下がった？？ またマリカで喉酷使とかしたらダメだよ？！ 私は学校頑張ってきます(๑`･ᴗ･´๑)！	5
@shoya427 @km_0000 なんなん教えてよ	3
朝から貧血で倒れてました笑えません	2
おえよう、おえ、、	2
僕の写真みたいになってますが、相互フォローしてる方の写真です(^^;;こんな朝食だったら気持ちいいですよねーRT @ogiridan お早う御座います♪  美味そうなサンドイッチが並んでますね＾＾RT @oooosea: …cont) http://twitpic.com/749lt3 	0
今日誕生日の人おおくない！？	5
かぼちゃジュースめっちゃ高いし店員に外国人に間違われた pic.twitter.com/hXEiiOc8Hw	5
RT @poiu0531: @kylee_official   みてー  雪だるま（笑）  167cm以上あるよ＼(^o^)／pic.twitter.com/yJP01IJ4	4
@ChocoVolleyball いきなりリプごめんなさいもかちゃんの誕生日に動画作ろうとおもってて、よかったら参加してくださいますか？	1
眠い、、、、バザーに出すため、昨日は代休フル活用してミシンに取り組んだよ、、、(ホントは一人で映画観に行きたかった) エプロン4枚、ネックストラップ10本、ヘアゴム2個作って、食器を洗って、3時に寝た、、、、 4時間しか寝てない、ツライ	4
JRは完全に止まってるからなあー 今から仕事行くけど山電も満員で何本か逃した  哲也さん、拗ねたんかな？笑笑 雨風に当たりまくってw	4
ぶっふふふふまじで	5
@LoveRtthk  えー そんなのあるんですね！ 買いに行きたい(ω)ﾎｼｨ...	5
明日の朝の道路と満員電車がものすごく怖い。	4
@moehara369 もえー（ ;  ; ）大丈夫？？そりゃしんどいよな（ ;  ; ）（ ;  ; ）	1
 #kobe #神戸 #元町 #三宮 #三ノ宮 #栄町 #神戸栄町 #異人館 #神戸観光    @ 地下堂 http://instagr.am/p/Lfa1vGy1Zo/ 	0
@anchaaaanxx 。おこおこおこ まぁいつでも	3
@yutin1016 そーーー	4
それね。現にバレてるぞATSUSHIよ← スナチャにも限度が…でも神だから許されてるけど← 関東しか行けない方々にはやく希望を与えてあげないと反乱起きちゃうよね やってほすぃー。SECOND なんなら同時進行で←鬼	2
ほんとそれ	1
ぶーり、1日遅れのハピバ 爆笑 忘れてたわけじゃないからな、笑 これほんま  なんせ、おめでとさんさん ソフトがんばれ〜 なんかあったら相談カモーン いい年にしてね pic.twitter.com/FJmfdedpm2	5
@popobitchyy 本当ありがとう 頑張るよっ	1
. なんかいつもと違う設定で 色濃くなったふたり笑 ミッキーの手がきれてる‥‥ . 今日はステシャに張り付こうかな . #tokyodisneyresoet… Disneyseahttps://www.instagram.com/p/BdtPHfuBbhi/	5
おはよーっす そうなの！あんなに可愛いチロたんをここまでにするのはさすがだよん(≧∇≦)	0
今週2回もオールしてなにやってんだか でも今日の客の態度はひどかったわ〜	2
ありがとうございます。excelで作ったら、範囲選択してコピーし、ペイントに貼り付けて画像にしてます。簡単にできますよ。	0
@nohohon_d 5555 うんんん〜  おはよー ！今日日本へ帰るの？	5
ショーさん ｵﾊﾖｳ ヾ(｡・ω・｡)｀*:;  うん、ヒマもこちらの方が良かったので選びました。 省吾さんに見られていると思うと仕事サボれないねぇ～（笑）  今日も1日元気に、すぅ～まぃるぅ	0
昨日のガチマ雑談沼りすぎて反省してる	2
りさと自遊で語りたいのにー	1
@kyoueinatsu @__mi_q 別に俺はそんなこと思わない。。。	3
.  あとちょうど1ヶ月で今年も終わり（笑） なんだかんだであっという間やったな〜  1年ってこんなに早く終わるもんなんやな 来年で高校生活ラストやし色々頑張ろ とりあえず、3年に進級すること！（笑）  .	1
@mur0301 はーいo(^▽^)o 遅くなってごめんね	1
9割も！Σ(ﾟДﾟ)　 アクセスできない訳だ	3
おはよーー  やっと金曜	0
2018.01.09/火曜/7℃  今朝の外気温が高く、気持ち悪い 窓外が暗くて、目覚ましでも中々スッキリと起床できなかった 我家の前の道路街灯が、何時もは消えているのに薄暗いから点いていた  気持ち悪い朝であるpic.twitter.com/YVoilt2UwR	4
@happiness1024  ないですっ  ほ-ちゃんさんの方が←	5
コナミ終わって買い物行って公園で遊ばせ無事帰宅公園帰りたくないと次男くずり長男お菓子買わなきゃ歩かないと一悶着結局お菓子買って歩いて帰ってきてくれたけど歩かせたいばかりに変なくせつけてしまった	5
結局オールしちゃったおはぽよ〜	2
おはよう布団が気持ちいい季節なんだよね〜 それでも、ウォーキング行く時の、朝の程よい寒さ気持ちいいよ〜	4
寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない寝れない眠くない。 長期休みの最終日って昼夜逆転生活からぬけだせないんだよね	2
舞浜 あっセヨンの作った振り付けが 何度も見ることができる たくさん見よう～ チェジンインスコヌ ソロ～どんな曲かないいな～ セヨンとQはどんな曲かな～ セヨンは振り付け セヨンソロ欲しいよセヨンだけの曲 あったら嬉しくてずっと聴くよ	5
今電車の中  隣の女、おもいっくそガーリックの匂いプンプンの鶏の串刺し食べてる くっさーーー٩꒰ɵ̥̥▿ɵ̥̥●꒱۶  辛い顔してたら逆に睨まれるって、 この子なんなの？！	3
毎回ペットボトル、缶、ビン持ってってくれないから、置き手紙おいたった 燃えないゴミの時は、紙貼ってってくれたのに、ペットボトルの時はなんもしてくれんもん まじ、ゴミ捨てるの嫌いになってくるwwwww いちいち複雑すぎ！千葉県！半田が楽だったから、苛々しちゃう！笑	3
おは杏果〜 杏果言えてネェ〜笑 pic.twitter.com/lMLIbqTPQl	0
今日はみんなで寝てようよお	5
葉月さん、共に立ち向かいましょう！	3
もーなんなの	3
大丈夫っ！そのままがいいよ？(誰) ほんとにそれですよ！まじで！声がかっこいいっていうのはゆずれない	2
おはてちー！ 今日から学校とかありえんだるいしほんと行きたくない､､､ でもまぁてきとーに頑張ります(白目) pic.twitter.com/hJyopRPcBJ	2
仕事いってきまーすしゃきーん	5
今日からまた学校か、、、  冬休み乗り鉄しに行きたかったけど課題多すぎて無理だった(；；) 鉄道関連ツイート出来なくてホントに申し訳ない。。	2
元力士目線、そういう事でしょうね ふがいない取り口や詰めの甘い相撲には容赦なくダメ出ししますよ舞の海さんは	4
@___CANDY2 美麗ちゃんはもうそっち路線だよねてか今年夏イベおおくてついていけない(Ｔ＿Ｔ)	4
@pizu_gogo @hitotoshite25 @kiyo1085   あれは、、人ちゃんの 特権だと思っていたのに(⌒‐⌒  髪の毛多いから困るのよね	1
@harikichi10  山口がついに打たれましたよ	5
なにそれ	2
@kawaeilove222 よろしくお願いします	0
@y_datemegane50 おはようございますー  抽選寝坊しちゃいました	4
こんな時間に起きちゃった寝れねー誰か起きてないかな	2
@ldhrtr829 いやいや、だって18でしょ！	3
怕淹水ING	1
@jksSWEET ワンちゃんオハよー(*^o^*) 思ったとおり、一位ダネ   日本滞在でこんなに人気があるなんて、再認識させられた   ますます、遠い存在だな〜！  今日もよろしくね	5
@miho1113blue  おつかれさま バレーどうなった？って聞こうとしたら、プレー中だったのね	0
モーニン今日も1日爽やか気分で過ごしましょうね〜217フォローありがとうございます感謝です	0
@oooshosho  今んとこ辞めて、違うとこに転職する感じ！ 近くなるけど、4月から埼玉だもんねー	0
@ainanakamra__  引退早いよぉはやおぉ しょっきんぐですね	4
@nepimo922 お！そうなんや！おめでとうやな オレもしかしたら今決まってるとこが東京やから東京に行くかもしらん まだ就活続けてるけど…あのメンバーでもうできやんかもやな(T_T)	5
負けた後の出勤ほどイヤなものはないですよね あ〜今日只働きかよの気持ち	4
@G5mensA5mens (笑)(笑) 出たー！！激おこプンプン丸 石井さん面白いけど ちょっとハイテンション過ぎるわー^^;	3
だよね、上級を欠片の数確認しながらやったらかなり時間とられる リーグとか3回でやめるし	2
まさかの店長病欠(T_T)通しがーん(T_T)あゆの送別会タイミングが悪いよー(T_T)	4
おはよー(๑¯ ¯๑) 雨ヤバッ すごいな～Σ(ﾟﾛﾟ;)！！	4
初たらしこみネイル  アクリル絵の具はあるけど、水で溶いてたら筆ペタペタになった  エタノールで洗えば戻ったけど、何で溶くのが正解なんだろ？  たらしこみネイル可愛い  昨日弟の彼女に… https://www.instagram.com/p/BdsuknEHsO8/ 	5
店長オススメのカールじぃさんと空飛ぶ家みたホンマにおもろかったo(^▽^)o ムーランルージュも相変わらずヤバイ 号泣… あんな恋した～(´･_･`)	1
男の話しかしない子	2
あ。 溶岩ヨガ入隊したわよ。  身体から要らないもの全て捨てたい	2
@19961115Hiroshi ですよね笑	4
激サム。からの朝から満員電車ちょつらだったわぺろりーん	5
なんとか	2
久しぶりに会社で吐いた	2
"坂本がきっと強くしてくれます！@peachun: @takeheronarikix そーです 強くなってくれたら嬉しいです"""	0
夢の中でこれは夢なんだ、こんな事あり得ないんだ、と分かっていても変な夢を見る	5
みんな昨日のLIVEのマナーが悪かったって言ってるけど…そんなやばかったんだ… ショック  マナーくらい守りましょうよ	4
まじで頑張ろう ううん、ゼミじゃないの～塾なんだけど、都留文の周りって結構何も無いところでバイト先も限られてるんだよね学生は地元の人以外ほとんどの人たち学校の周りに住んでるからバイト先も同じだったりするらしい…	1
ギリッギリまで睡眠とるならあと30分は寝れるからお布団にこもってくる	2
@cuestaaas 俗に言う「中三組」に、きいちゃんとみおな、、、 忘れてましたけど、これは凄いですね  、、、来年の46時間テレビの電視台は 「みおな、いくちゃんの、酒を飲む」で！！  酔っぱらいのフィンランドは、事故以外何物でもないですよね	5
@y__y__sz やっぱりないですよね！ なかなか行けなくて	1
むかーしはちゃんとやってたんすけどね	2
今日から学校ですね 私はインフルでして…木曜から学校です …でもキツいから何かできるわけでもないんだなー、これが 土日祝明けの社会人の方、 今日から学校の学生さん、 今日も乗り越えていきましょー！ pic.twitter.com/OQ8efjmYZH	1
@lovekpopmomo @lovekpopmomo   ちんちゃ！？www まさかのわたしマスターさん代わりになっているとわなんだか嬉しいヽ(°▽、°)ﾉ笑 これからもたくさん画像やら情報呟くね  まさかの若返り！ww羨ましい 名古屋住みだよくるみおんには？？	1
おおぉ…… お腹痛くて起きた	2
運極でいきまちゅ！	2
@naaatsuorz むーーーー！怒ったぞ！	3
それええやん RT @mu_lion お薬ケースを手に入れた今まで会社においてたサプリ一式も小分けにして持ち歩けるやん	0
@ettucyaman  えっちゃまんさん おはよう〜 プリクラで加工済みなのでご了承してね。。。  えっちゃまんさんにとっても今日もス敵な1日になります様に	0
えみちゃん♡おはよう～ 今日はお休みだよ 一年に一回の定期健診に行かなくっちゃ いろんな検査が大変だ	4
@nattu817 東京1日目に参戦予定のオイラもなっつと全く同じ気持ち。。。	1
午後からも駆け抜ける。夜まで全力 http://instagr.am/p/Qpnhl/ 	3
一種のホラーやね！ 千秋ちゃんがそんな事になったら、私絶対泣き喚く自信あるわ(  ˙-˙  )  ゴミ箱inアドニス... というかキャラがゴミ箱に入ってるとなんか悲しい気持ちになるよね  まじか！！ 早く見たいーー！！	1
@h_kdream  ぴーちゃんが私に優しくしてくれるからだよ 今は忙しいから仕方ないかなぁ(´･̥̥̥̥ω･̥̥̥̥`)  楽しいこと考えるようにしてて最近服とかばかり見てる（笑） これリズリサなの（笑）	1
ダイエット中なのにおかし食べちゃった	2
@MayaSuntory え、え、そうなのガーン←古い 今まであんまり絡んだことなかったよねよりによって今日が辞める日だったなんて寂しいな	4
最近、流行りか知らんけど身内がBIGBANGのLIVE行きすぎてペミコンまで行き出すしさ絶対エピカイとかハイちゃん知らんやろリア友垢のTwitterとかにさ、「今からびっべんのLIVE~」とかあるの見たらムカつく	3
@natsuki021014  実習、小学校なんかな(>_<)？？ お互い頑張ろうねっ(*_*) わたしも明日、模擬保育ねん	5
かわいいって言われて喜ぶか怒るか派生によって反応が変わるのめっちゃ妄想がはかどるな 男前なマフィおそとか極道が「あんら、ありがとねえ」ってさらっと流し、明らかに幼女のなごみは「俺はかわいいんじゃなくてかっこいいの！」って怒るのかわいすぎん？(また言う)	3
@no1hdk1 ありがとう えらい(しんどい)のは身体だけだよ 頑張りまーす(^o^)/	0
@zukkysunshine ていうかつぶすのもむりーーーー	4
アイナナ久しぶりにやったけどストーリーライブクリア出来なくて進まない	3
@gnt19mk15 そうだよ〜( ๑>ω•́ )۶ 友達に1個名義借りたけどヤバそう MJ最後の収録だったけど楽しかった(⁎˃ᴗ˂⁎) 歌舞伎は入るの？私は4/28の夜公演に入るよ	4
